rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
73,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,72,43,227594,7,2023-10-05,188.0
74,"Karik, GDucky",Bạn Đời,WM Vietnam,5,79,44,226394,7,2024-07-11,306.0
75,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,91,82,223500,7,2023-01-04,271.0
76,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,66,67,220339,7,2023-04-24,240.0
77,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,83,49,219760,7,2023-06-10,258.0
78,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,71,25,217716,7,2023-10-21,254.0
79,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,84,63,217479,7,2022-12-30,161.0
80,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,69,269,215464,7,2017-04-01,260.0
81,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,81,37,215062,7,2023-11-12,304.0
82,Da LAB,Thức Giấc,Yin Yang Media,1,90,160,211471,7,2021-07-14,269.0
83,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,82,32,210868,7,2023-12-18,195.0
84,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,94,86,209426,7,2021-08-01,245.0
85,Jimin,Like Crazy,BIGHIT MUSIC,1,22,71,208563,7,2023-03-24,212.0
86,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,92,33,208375,7,2023-12-17,134.0
87,Dhruv,double take,Little Worry/RCA Records,8,93,169,205801,7,2022-01-21,172.0
88,Sabrina Carpenter,Espresso,Island Records,13,89,15,205584,7,2024-04-12,175.0
89,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,75,96,11,201918,7,2024-05-17,210.0
90,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,54,87,6,201537,7,2024-06-20,276.0
91,Jung Kook,Never Let Go,BIGHIT MUSIC,2,58,8,200177,7,2024-06-07,167.0
92,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,104,74,200033,7,2023-03-02,142.0
93,Andiez,Suýt Nữa Thì...,MaiDao Music,82,99,108,197971,7,2018-08-13,281.0
94,Ronboogz,Lan Man,MaiDao Music,33,101,68,197272,7,2023-03-25,216.0
95,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,97,157,196579,7,2021-07-31,240.0
96,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,95,45,195146,7,2023-09-20,201.0
97,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,103,208,194712,7,2020-05-11,235.0
98,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,114,29,190644,7,2023-10-18,168.0
99,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,85,105,189617,7,2022-07-24,222.0
100,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,98,93,186901,7,2022-03-28,270.0
101,Da LAB,Thanh Xuân,Sony Music Entertainment,1,108,310,184393,7,2018-08-24,221.0
102,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,107,119,183091,7,2022-04-22,219.0
103,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,100,161,181985,7,2021-06-28,237.0
104,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,116,68,180482,7,2022-07-31,214.0
105,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,112,111,179295,7,2020-07-20,283.0
106,ILLIT,Magnetic,BELIFT LAB,5,102,19,179032,7,2024-03-25,161.0
107,"Kai Đinh, MIN, Hoàng Dũng",điều vô tri nhất,Yin Yang Media,81,88,5,178932,7,2024-06-25,230.0
108,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,117,68,177906,7,2022-12-26,296.0
109,Ronboogz,Nói Dối,MaiDao Music,79,110,39,176377,7,2022-12-12,206.0
110,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,105,89,176361,7,2022-11-22,281.0
111,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,123,91,175035,7,2019-07-15,218.0
112,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,115,44,174757,7,2023-10-02,202.0
113,Thịnh Suy,Chết Trong Em,InQ International,4,121,92,173497,7,2022-11-17,257.0
114,"W/N, Tezzy, Tien",Crush 2,RioX Records,61,113,110,173179,7,2019-12-07,120.0
115,Thắng,Xin Lỗi,Thắng,5,142,63,172359,7,2023-04-30,127.0
116,Low G,Tán Gái 505,Rap Nhà Làm,65,135,63,172212,7,2021-05-31,156.0
117,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,118,136,171224,7,2016-03-07,254.0
118,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,129,202,170149,7,2023-07-14,178.0
119,"Đen, JustaTee",Đi Về Nhà,Đen,3,111,189,169779,7,2020-12-20,200.0
120,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,120,249,169411,7,2019-10-21,253.0
121,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,128,179,167707,7,2021-02-04,269.0
122,Thịnh Suy,tiny love,Yin Yang Media,3,132,139,164950,7,2021-12-05,158.0
123,"Orange, Hoàng Dũng",Khi Em Lớn,Orange,4,109,162,164689,7,2021-04-20,228.0
124,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,126,209,164257,7,2015-11-05,218.0
125,"Obito, Shiki",Tell the kids i love them,12 trái lê,30,147,42,162671,7,2023-10-10,224.0
126,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,138,62,158878,7,2022-01-30,180.0
127,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,127,240,158589,7,2019-12-13,222.0
128,WEAN,BADBYE,WEAN,50,124,23,158257,7,2023-06-09,203.0
129,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,73,131,57,157605,7,2017-04-01,227.0
130,"GREY D, Orange, Kai Đinh",lời tạm biệt chưa nói,Universal Music Indochina Distributed Labels,22,106,106,156512,7,2022-07-24,259.0
131,Vũ.,Lạ Lùng,WM Vietnam,17,130,330,156011,7,2016-12-24,262.0
132,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,165,120,151789,7,2018-11-13,231.0
133,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,153,93,151527,7,2020-06-20,217.0
134,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,154,84,151214,7,2022-05-20,302.0
135,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,141,26,150806,7,2024-01-11,233.0
136,B Ray,Cao Ốc 20,Great Entertainment,128,144,16,148750,7,2023-05-16,255.0
137,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,134,159,148358,7,2021-08-01,218.0
138,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,151,236,148257,7,2018-04-01,215.0
139,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,125,33,147176,7,2023-12-17,195.0
140,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,133,195,147001,7,2020-06-12,200.0
141,Thịnh Suy,Mai Mình Xa,InQ International,85,159,16,146689,7,2019-12-20,191.0
142,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,163,86,146343,7,2022-07-11,261.0
143,Ariana Grande,intro (end of the world),Republic Records,13,168,21,145695,7,2024-03-08,92.0
144,"Dangrangto, DONAL",GOODBYE ROCKY,Higher Dimension,119,119,2,145623,7,2024-04-04,298.0
145,Thịnh Suy,Thắc Mắc?,InQ International,110,139,34,145458,7,2019-01-01,206.0
146,Rhymastic,Nến Và Hoa,WM Vietnam,2,172,216,145144,7,2018-08-19,166.0
147,Mitski,My Love Mine All Mine,Dead Oceans,30,161,43,144471,7,2023-09-15,138.0
148,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,166,190,143546,7,2022-09-09,279.0
149,BABYMONSTER,FOREVER,YG Entertainment,54,122,5,143491,7,2024-07-01,213.0
150,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",Vietnam Music Award,109,169,15,142749,7,2024-03-04,260.0
151,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,167,78,141824,7,2022-12-08,154.0
152,Taylor Swift,Cruel Summer,Taylor Swift,5,164,66,140381,7,2019-08-23,178.0
153,Andiez,1 Phút,MaiDao Music,21,-1,171,138553,7,2017-08-07,376.0
154,Jimin,Rebirth (Intro),BIGHIT MUSIC,14,14,2,138411,7,2024-07-19,145.0
155,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,145,30,138308,7,2024-01-05,211.0
156,"MONO, Onionn.",Em Xinh,M Music Records,10,137,31,136795,7,2023-11-30,183.0
157,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,197,48,136638,7,2021-11-09,186.0
158,Sơn Tùng M-TP,Có Chắc Yêu Là Đây,Universal Music Indochina Distributed Labels,1,148,163,135764,7,2020-07-06,202.0
159,"Cường Seven, SOOBIN, Tự Long",Trống Cơm,Universal Music Indochina Distributed Labels,159,-1,1,135684,7,2024-07-27,254.0
160,"ANH TRAI ""SAY HI"", Song Luân, Anh Tú Atus, Captain, Quang Trung","YOU (feat. Song Luân, Anh Tú Atus, Captain & Quang Trung)",Anh Trai Say Hi,146,146,2,135553,7,2024-07-15,197.0
161,"Sean, Lửa",Em Thích,MaiDao Music,65,189,79,135012,7,2021-12-03,176.0
162,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,160,21,134714,7,2024-03-08,229.0
163,"ANH TRAI ""SAY HI"", Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY","HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)",Anh Trai Say Hi,117,136,4,134658,7,2024-06-24,205.0
164,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,193,208,133791,7,2020-08-08,272.0
165,"ANH TRAI ""SAY HI"", Đức Phúc, ERIK, Phạm Anh Duy, Tage","THI SĨ (feat. Đức Phúc, ERIK, Phạm Anh Duy & Tage)",Anh Trai Say Hi,137,171,3,132164,7,2024-07-08,288.0
166,Wren Evans,Thích Em Hơi Nhiều,Universal Music Indochina,1,183,163,131836,7,2021-06-18,172.0
167,"Đen, MIN",Bài Này Chill Phết,Đen,1,155,270,131699,7,2019-01-01,276.0
168,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,157,74,131679,7,2023-03-02,173.0
169,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,143,218,131228,7,2018-03-27,259.0
170,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,177,176,131150,7,2020-11-17,234.0
171,"BigDaddy, Emily",Ngõ Chạm,LOOPS Music,41,191,52,130908,7,2023-08-03,232.0
172,"KayC, tlinh","Bao Nhiêu Loài Hoa Remix (feat. tlinh, Machiot)",MaiDao Music,125,140,4,130482,7,2024-06-25,155.0
173,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,158,20,130297,7,2024-03-14,288.0
174,"HIEUTHUHAI, Phương Ly",Xoay Một Vòng,M Music Records,152,184,5,130217,7,2024-06-06,147.0
175,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,140,175,14,130027,7,2016-11-25,230.0
176,RPT MCK,Tại Vì Sao,N0L4B3L,3,182,97,129361,7,2023-03-02,203.0
177,tlinh,tình yêu có nghĩa là gì?,Universal Music Indochina Distributed Labels,7,200,44,129098,7,2023-08-16,134.0
178,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,149,54,128380,7,2023-05-13,241.0
179,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,170,35,128308,7,2021-06-01,310.0
180,"2T, Văn",Liệu Giờ,LOOPS Music,22,180,204,127770,7,2019-04-14,259.0
181,Kevindauroi,Đừng Xa Anh Nhé (feat. Harvey),MaiDao Music,137,152,4,127530,7,2024-06-23,231.0
182,Vũ Cát Tường,Vết Mưa,Universal Music Indochina Distributed Labels,57,178,38,127484,7,2014-01-01,210.0
183,Đức Phúc,Cũng Đành Thôi,Đức Phúc Official,63,187,133,127247,7,2016-01-01,273.0
184,"Rocky CDE, Dangrangto, VCC Left Hand",Việc Nên Làm,MaiDao Music,184,-1,1,126268,7,2024-01-06,274.0
185,Rhymastic,Yêu 5,WM Vietnam,77,-1,169,126086,7,2017-01-01,240.0
186,"Coldzy, Minsicko, tlinh",FEVER,The First Management,76,196,8,126054,7,2024-06-03,260.0
187,"MYLINA, fueled by boba",Giấc Mơ Của Em - Suy Version,LOOPS Music,174,176,3,124908,7,2023-09-21,191.0
188,"Kai Đinh, MIN, GREY D",để tôi ôm em bằng giai điệu này,Yin Yang Media,18,174,84,124287,7,2022-12-22,265.0
189,Low G,Bảo Tàng,Nhà Hóa Học Đống Đa,33,-1,15,124200,7,2023-11-29,185.0
190,"Wxrdie, Andree Right Hand, Machiot",TETVOVEN,M Music Records,39,181,35,123652,7,2023-12-03,197.0
191,The Weeknd,Die For You,Universal Republic Records,49,-1,78,123504,7,2016-11-24,260.0
192,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,106,179,10,123491,7,2023-02-24,302.0
193,Nguyễn Minh Xuân Ái,Là Từ Lúc,AD Ent,97,-1,17,122787,7,2021-01-01,267.0
194,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,186,113,121199,7,2018-01-01,231.0
195,buitruonglinh,Dù Cho Mai Về Sau - Acoustic Version,Yin Yang Media,59,-1,140,120811,7,2020-01-12,213.0
196,tlinh,thế giới thần tiên,Universal Music Indochina Distributed Labels,62,195,40,119907,7,2023-08-16,171.0
197,SOOBIN,Anh Đã Quen Với Cô Đơn,WM Vietnam,180,190,9,119836,7,2017-03-14,268.0
198,"HIEUTHUHAI, B Ray, Tage",Không Phải Gu,M Music Records,51,185,24,119420,7,2023-10-16,201.0
199,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,199,161,119336,7,2021-06-21,244.0
200,"VSTRA, TGSN, Tyronee",PHONG,CDSL,29,-1,45,119321,7,2023-11-11,212.0
1,Jimin,Who,BIGHIT MUSIC,1,1,7,2403508,8,2024-07-19,171.0
2,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,60,2110303,8,2023-11-03,184.0
3,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,43,1518605,8,2023-11-03,206.0
4,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,4,5,3,1106977,8,2024-08-16,252.0
5,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,19,2,888951,8,2024-08-26,295.0
6,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,4,5,873461,8,2024-08-02,203.0
7,"ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc","REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)",Anh Trai Say Hi,5,6,5,710837,8,2024-08-29,252.0
8,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,8,13,702562,8,2024-06-08,279.0
9,"ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange","NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)",Anh Trai Say Hi,6,7,5,683534,8,2024-08-29,252.0
10,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,10,47,662267,8,2023-10-16,202.0
11,"Vũ., Binz",bình yên,WM Vietnam,11,-1,1,638790,8,2024-08-29,202.0
12,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,9,8,619084,8,2024-08-06,245.0
13,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,11,53,607208,8,2023-07-28,155.0
14,V,Love Me Again,BIGHIT MUSIC,2,12,56,585236,8,2023-08-11,182.0
15,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","CHÂN THÀNH (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,14,14,3,523610,8,2024-08-26,258.0
16,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,18,41,510319,8,2023-11-22,182.0
17,"ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh","I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)",Anh Trai Say Hi,15,15,4,490875,8,2024-08-29,278.0
18,HIEUTHUHAI,Không Thể Say,M Music Records,7,17,72,466796,8,2023-10-16,228.0
19,W/N,2 4,W NATION,8,13,5,459970,8,2024-07-31,199.0
20,WEAN,BADBYE,WEAN,20,20,28,416895,8,2023-06-09,203.0
21,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,23,12,383538,8,2024-06-13,220.0
22,W/N,id 072019,Universal Music Indochina Distributed Labels,3,27,58,382756,8,2023-07-31,272.0
23,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,23,33,25,381547,8,2020-09-25,222.0
24,Ronboogz,nhắn nhủ,MaiDao Music,14,24,38,380798,8,2023-12-12,241.0
25,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,31,45,378520,8,2023-12-17,175.0
26,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,26,144,378117,8,2021-12-01,208.0
27,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,29,47,377055,8,2023-10-16,171.0
28,Minh Huy,Miên Man,LOOPS Music,11,25,53,373998,8,2022-06-24,198.0
29,AMEE,Cuộc gọi lúc nửa đêm,Yin Yang Media,11,16,5,367234,8,2024-08-02,183.0
30,"WEAN, tlinh",shhhhhhh..,WEAN,9,30,48,367035,8,2023-10-07,231.0
31,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,22,9,364620,8,2024-07-09,139.0
32,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,34,9,351759,8,2024-08-06,235.0
33,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,36,27,351503,8,2024-03-01,253.0
34,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,38,9,346741,8,2024-08-06,256.0
35,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,32,42,23,343060,8,2023-03-03,328.0
36,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,43,38,340149,8,2023-12-14,236.0
37,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,35,48,339449,8,2023-10-10,166.0
38,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,32,26,334228,8,2024-03-08,250.0
39,Low G,Simp Gái 808,Rap Nhà Làm,9,44,47,329611,8,2023-10-18,162.0
40,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,40,79,328727,8,2023-08-16,264.0
41,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,21,28,106,328487,8,2016-01-01,262.0
42,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,46,116,318943,8,2022-06-20,226.0
43,"W/N, 267",id thang máy (feat. 267),W NATION,10,21,5,312575,8,2024-07-31,131.0
44,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,47,193,312055,8,2020-12-29,234.0
45,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,53,109,311140,8,2022-08-04,242.0
46,"Low G, Thắng",An Thần,Rap Nhà Làm,2,39,150,306068,8,2021-10-21,174.0
47,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,54,85,302480,8,2023-01-02,279.0
48,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,45,114,301880,8,2022-06-30,255.0
49,Jimin,Be Mine,BIGHIT MUSIC,7,37,7,300542,8,2024-07-19,207.0
50,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,52,132,296798,8,2023-03-02,156.0
51,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,60,90,285835,8,2022-12-15,192.0
52,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,56,194,282414,8,2020-12-20,302.0
53,V,FRI(END)S,BIGHIT MUSIC,1,51,25,281391,8,2024-03-15,148.0
54,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,41,41,3,279362,8,2024-08-26,232.0
55,"Puppy, Dangrangto",Wrong Times,MaiDao Music,38,48,44,276788,8,2023-05-17,211.0
56,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,71,155,276674,8,2021-07-09,193.0
57,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,49,10,272870,8,2024-06-27,152.0
58,"JustaTee, BigDaddy",2AM,WM Vietnam,18,57,123,272839,8,2022-05-10,258.0
59,Khiem,Yên Bình Có Quá Đắt Không,Universal Music Indochina Distributed Labels,12,58,9,265963,8,2024-06-23,248.0
60,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,65,176,265859,8,2023-03-03,300.0
61,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,73,171,264417,8,2021-05-29,247.0
62,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,62,63,261993,8,2023-06-23,245.0
63,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,61,37,258217,8,2023-12-25,292.0
64,"W/N, Tezzy, Tien",Crush 2,RioX Records,51,75,115,257745,8,2019-12-07,120.0
65,aespa,Supernova,SM Entertainment,15,169,13,252629,8,2024-05-27,179.0
66,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,63,63,16,251450,8,2024-05-17,210.0
67,starfall,intentions,Mercury Records / Republic Records,67,69,3,248248,8,2024-04-26,225.0
68,"MONO, 2pillz",Đi Tìm Tình Yêu,M Music Records,68,-1,1,243361,8,2024-08-27,204.0
69,"ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh","ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)",Anh Trai Say Hi,48,74,8,243133,8,2024-08-06,214.0
70,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,66,148,242577,8,2021-09-10,261.0
71,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,78,89,239328,8,2022-11-20,149.0
72,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,81,202,238788,8,2017-04-01,293.0
73,"SOOBIN, tlinh",Ai Mà Biết Được (feat. tlinh),WDND,9,70,11,235125,8,2024-06-25,240.0
74,Kha,Hư không,MaiDao Music,22,64,34,235050,8,2023-12-14,355.0
75,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,77,109,234826,8,2022-07-11,234.0
76,"ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","BAO LỜI CON CHƯA NÓI (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)",Anh Trai Say Hi,59,59,3,233789,8,2024-08-26,333.0
77,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,76,176,232398,8,2021-04-29,276.0
78,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,80,48,229266,8,2023-10-05,188.0
79,Wren Evans,Để Ý,Universal Music Indochina Distributed Labels,10,84,12,224013,8,2024-06-13,159.0
80,Sabrina Carpenter,Espresso,Island Records,13,87,20,221962,8,2024-04-12,175.0
81,Dhruv,double take,Little Worry/RCA Records,8,98,174,221109,8,2022-01-21,172.0
82,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,79,96,220720,8,2019-07-15,218.0
83,Ngô Lan Hương,Đi Giữa Trời Rực Rỡ (Original Soundtrack from “Đi Giữa Trời Rực Rỡ”),SK Pictures,83,147,2,219112,8,2024-08-05,221.0
84,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,105,35,218364,8,2023-12-15,197.0
85,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,72,54,216779,8,2023-06-10,258.0
86,"ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","ĐỀU LÀ CỦA EM (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)",Anh Trai Say Hi,86,175,2,214165,8,2024-08-26,238.0
87,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,88,34,212049,8,2023-10-18,168.0
88,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,86,162,210821,8,2021-07-31,240.0
89,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,82,79,209835,8,2022-01-22,244.0
